location,height,shoulder,waist,hip,gender,type,code,name,color,description,search,sizing,quantity,satisfaction,price,profit,review,buy
bugis,179.17,17.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,gingham,"Polyester, Functional buttons, Functional wrist buttons",gingham,s,0,1,35.9,0,Simply beautiful,no
club street,165.93,0,15.2,21.7,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,l,1,5,30.9,30.9,So soft and comfortable!,yes
club street,176.56,0,15.9,20.1,male,bottom,bottom183,LIAM RIPPED DENIM JEANS,light denim,"Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,m,0,1,40.9,0,Great cool looking jeans,no
bugis,183.42,14.2,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,4,1,35.9,143.6,"Great quality, high neck",yes
somerset,182.27,0,13.6,20.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,0,1,30.9,0,Great pant,no
somerset,167.74,0,13.3,19,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,2,5,30.9,61.8,Invites compliments,yes
somerset,166.14,13.7,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,white,"Cotton Rib, None, Non sheer, Stretchable",,s,4,3,29.9,119.6,"Huge, long and baggy",yes
somerset,171.75,0,12.6,18.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,1,3,30.9,30.9,,yes
bugis,171.02,17,14.8,19,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,gunmetal,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,1,1,33.9,33.9,Prettier in person,yes
somerset,162.94,13.7,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,s,3,5,29.9,89.7,Like a bolt of fabric,yes
somerset,181.26,16.7,14.3,19.1,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,2,1,34.9,69.8,,yes
somerset,152.51,17.9,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,s,0,4,35.9,0,Pretty shirt!,no
bugis,175.06,17.3,14.9,19.2,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,2,32.9,0,Perfect lwd!,no
club street,169.48,13.4,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,3,31.9,0,,no
somerset,157,14.3,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,matcha,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,1,1,30.9,30.9,Love this!,yes
bugis,164.56,16,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,s,0,5,30.9,0,A nice twist on a classic,no
club street,156.75,0,13,19.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,4,30.9,0,Perfect fit,no
somerset,162.91,17,14.4,19.3,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,3,30.9,0,It fits!,yes
somerset,151.4,17.2,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,s,0,3,30.9,0,,no
somerset,148.29,14.1,12.2,18.3,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,brown,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,s,0,3,32.9,0,Stunning dress,no
bugis,150.61,16.8,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,s,2,3,33.9,67.8,,yes
club street,149.6,0,12.7,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,Great fit - and a win for petites,yes
somerset,165.12,14.1,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,2,5,31.9,63.8,Beautiful but fit is off,yes
somerset,168.97,19.8,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,l,0,5,33.9,0,,no
somerset,163.66,0,13.6,20.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,3,2,30.9,92.7,"Flattering, great material",yes
somerset,183.86,0,14.6,20.8,female,bottom,bottom183,PHYLLIS EMBROIDERY EYELET SHORTS,white,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,l,0,5,34.9,0,Least flattering romper ever,no
somerset,182.59,17.2,14.3,18.6,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,1,3,29.9,29.9,Pretty dress,yes
somerset,183.08,17.3,15,19,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,1,30.9,0,Nice casual tunic-dress,yes
bugis,177.9,18.4,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,m,0,2,35.9,0,"Cute, alittle boxy",no
somerset,164.56,17.4,14.9,18.7,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,3,2,34.9,104.7,Looks are deceiving,yes
bugis,168.4,17,14.7,19,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,brown,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,1,32.9,0,Does not fit well but is beautiful,yes
somerset,159.53,16.8,14.8,19,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,5,34.9,0,Like wearing a soft blanket,no
club street,166.43,17,14.3,19.4,female,dress,dress183,THEA FLUTTER SLEEVE MIDI DRESS ,floral,"Embroidery cotton, Fully lined, Non sheer, No stretch, Concealed back zipper, *Floral placement differs for each piece",,m,2,4,30.9,61.8,Charming dress,yes
somerset,148.12,13.3,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,matcha,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,2,30.9,0,Adorable,no
somerset,152.59,19.7,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,l,4,5,33.9,135.6,Pretty colors,yes
club street,156.55,16.5,14.9,19.4,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,2,29.9,0,Fabulous,no
bugis,160.72,19,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,4,,33.9,135.6,"Beautiful, but too big.",yes
somerset,177.35,13.8,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,5,31.9,0,,yes
somerset,151.64,0,12.6,18.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,Cute but fit not right,no
club street,160.4,19,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,gingham,"Polyester, Functional buttons, Functional wrist buttons",gingham,m,0,2,35.9,0,Lovely embellishments,no
somerset,164.79,0,14.9,19.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,1,30.9,0,Super comfy,no
somerset,151.66,14,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,0,4,31.9,0,Kelby swing tank,no
bugis,166.83,14.7,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,white,"Soft knit, Stretchable, Functional buttons",,s,2,2,40.9,81.8,,yes
somerset,147.05,14.1,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,4,2,31.9,127.6,,yes
somerset,174.97,0,15.8,20.4,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,2,3,30.9,61.8,Didn't work for me,yes
somerset,152.25,0,12.4,18.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",adora,s,0,4,30.9,0,Super cute,no
somerset,181.3,17.3,14.9,18.8,female,dress,dress183,JASMINE RUFFLES FLORAL TIE-STRING SLIT MAXI DRESS,floral,"Made From Polyester Blend Material, Back Zipper, Slightly Stretchable Straps, ",,m,4,2,45.9,183.6,,yes
somerset,148.25,14.4,0,0,female,top,top183,ELAINE JERSEY CROPPED PULLOVER ,gingham,"Cotton jersery, slight stretch, Non sheer",,s,2,1,35.9,71.8,Embroidery love,yes
somerset,181.15,0,15.2,20,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,3,30.9,0,Runs small,no
bugis,177.46,17.3,14.8,19.3,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,1,5,29.9,29.9,Oddly short-waisted,yes
somerset,166.95,14.3,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),pink,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,0,3,24.9,0,"Beautifully made, but not versatile",no
somerset,145.26,0,12.3,18,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,3,30.9,0,Disappointing,yes
bugis,145.52,0,12.1,18.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,4,2,30.9,123.6,Most comfortable jeans,yes
club street,163.25,0,12.3,19.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,4,30.9,0,Super cute but disappointing,no
somerset,153.86,19.2,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,l,2,5,30.9,61.8,,yes
somerset,168.11,16.5,14.8,19,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,,29.9,0,Bad fabric,yes
somerset,162.48,13.8,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",crop,s,4,,29.9,119.6,Very large; lace is kinda coarse,yes
somerset,164.68,16.8,14.7,19.2,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,4,,29.9,119.6,Gorgeous embroidery and lace!,yes
bugis,146.43,16.9,15,19.4,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,0,,29.9,0,Disappointed,no
club street,179.14,13.4,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,green,"Soft knit, Stretchable, Functional buttons",,s,1,2,40.9,40.9,Not as expected,yes
somerset,162.7,0,12.5,18,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,4,1,30.9,123.6,Cute but a little overwhelming,yes
somerset,157.13,19.2,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,pink,"Cotton jersey, Non Sheer, Slight Stretch",,l,2,1,30.9,61.8,Great blouse!,yes
club street,155.69,13.1,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",,s,0,2,29.9,0,Super cute,no
club street,166.81,16.8,14.2,18.7,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,,33.9,0,So flattering,no
somerset,162.94,19.3,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,0,4,30.9,0,Perfect every day top for work or play,no
somerset,180.54,14.1,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,pink,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,s,0,1,30.9,0,Very well made top,yes
bugis,177.98,16.7,14.2,19,female,dress,dress183,ANDRELLE PLAID SKORTS DRESS,plaid,"Polyester, Fully lined bodice, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Adjustable straps",,m,2,2,29.9,59.8,Dress up or down,yes
somerset,173.06,0,12.1,18.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,s,0,5,30.9,0,Amazing,no
somerset,160.25,14.6,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,navy,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,0,1,34.9,0,,no
somerset,183.75,19.1,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,l,1,3,30.9,30.9,"Cute, but massive sweep",yes
somerset,149.89,0,13.5,20.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,5,30.9,0,Super comfortable and stylish,no
bugis,145.54,0,15.2,20.1,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,5,30.9,0,Flattering!,no
somerset,174.12,14.9,13.8,17.6,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,s,0,2,29.9,0,Gorgeous but super overpriced,no
somerset,163.9,0,12.4,19.8,female,bottom,bottom183,PORTER CARGO JOGGER PANTS,moss,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,3,30.9,0,Beautiful!,no
somerset,164.11,13.5,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,brown,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",blazer,s,4,3,35.9,143.6,,yes
somerset,182.45,13,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,black,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,1,,33.9,33.9,Great top - beautiful details,yes
somerset,174.65,18.7,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,m,0,5,33.9,0,Have gotten multiple compliments,no
somerset,176.07,14.8,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,3,35.9,0,Does not fit as expected,no
somerset,169.69,17.4,14.7,19,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,0,1,33.9,0,,no
somerset,155.72,14.7,12.5,17.3,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,gunmental,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,s,1,2,29.9,29.9,Some major design flaws,yes
somerset,179.76,0,12,18.6,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,3,1,30.9,92.7,,yes
bugis,149.78,0,14.9,20,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,l,0,5,30.9,0,Too big and baggy,yes
somerset,178.24,18.2,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,m,0,3,30.9,0,Not for a 34g,no
club street,184.13,16.9,14.6,18.8,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,2,3,34.9,69.8,Great linen dress,yes
somerset,159.27,17.2,15,18.9,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,1,32.9,0,Lovely sweater dress,no
somerset,183.51,0,16,20.4,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,m,0,3,30.9,0,,yes
somerset,168.12,13.8,0,0,female,top,top183,PHOEBE SWEETHEART BUTTON TOP (SLEEVE),pink,"Polyester, Fully lined bodice, Non sheer , Slight stretch, Concealed back zipper, Non functional buttons",,s,0,4,24.9,0,Perfect,no
somerset,146.21,16.6,14.4,18.9,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,1,1,30.9,30.9,Flirty cocktail dress,yes
somerset,148.92,15.5,0,0,female,top,top183,ADORA BASIC PADDED CROP TOP,blue,"Polyester, Fully lined bodice, Slight stretch, Exposed back zipper, Removable padding",,m,0,2,30.9,0,Great top,no
club street,160.47,18.9,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,white,"Polyester, Functional buttons, Functional wrist buttons",,m,0,1,35.9,0,So soft!,no
somerset,152.04,17.4,15,19,female,dress,dress183,ESTHER SWEETHEART CHIFFON MIDI DRESS,floral,"Chiffon, Fully lined, Non sheer, No stretch, Concealed back zipper, Concealed front slit zipper, Adjustable straps",,m,0,,30.9,0,,yes
somerset,168.11,0,12.8,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Odd fit,no
club street,164.27,14.5,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,baby blue,"Soft knit, Stretchable, Functional buttons",,s,0,4,40.9,0,,no
somerset,171.84,0,13.5,20.8,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,1,2,30.9,30.9,Nice pant,yes
club street,173.66,16.8,14.6,18.7,female,dress,dress183,DESIRAE PEARL CHAIN SATIN COWL DRESS,lilac,"Satin, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional pockets, Removable chain straps",,m,4,3,33.9,135.6,Very disappointed,yes
somerset,166.24,16.8,14.6,19.1,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,0,1,34.9,0,Change armpits,yes
somerset,171.67,17.4,14.9,18.6,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,2,4,34.9,69.8,Love this dress!,yes
somerset,171.6,0,12,18.4,female,bottom,bottom183,AUBREY PIPED SHORTS,latte,"Polyester Blend, Fully Lined, Non sheer, Slight Stretch, Functional pockets, Functional clasp, Functional zipper",,s,4,3,30.9,123.6,A new staple!,yes
club street,161.92,19.8,0,0,male,top,top183,CODY SHORT SLEEVED SHIRT,gunmental,"Polyester, Functional buttons, Functional wrist buttons",,l,2,,33.9,67.8,,yes
somerset,163.34,14.6,0,0,female,top,top183,SAFFRON CROPPED KNIT BUTTON CARDIGAN,baby blue,"Soft knit, Stretchable, Functional buttons",,s,0,2,40.9,0,Gorgeous!,no
club street,166.33,0,14.9,20.2,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,l,0,4,30.9,0,Great color,no
club street,152.53,13.7,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",linen,s,0,1,29.9,0,"Love, love, love!",yes
bugis,158.33,0,12.8,18,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,s,0,1,30.9,0,Amazing culottes,no
somerset,169.25,14.9,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,navy,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,0,4,34.9,0,Stain on shirt,yes
bugis,174.67,0,14.4,20.8,female,bottom,bottom183,TANYA U-HEM SKORTS,lilac,"Cotton, Concealed back zipper, Functional pockets, Elastic insert at waist",,l,0,4,26.9,0,Really comfy socks,no
somerset,163.12,17.3,14.2,18.5,female,dress,dress183,AMABEL RUCHED BUTTON SHIRT DRESS,brown,"Polyester, Fully lined, Non sheer, Slight stretch, Concealed back zipper, Functional buttons, Ruched details",,m,0,3,33.9,0,,no
bugis,152.21,0,13.6,19.1,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,4,30.9,0,Stunning and worth the full price.,no
bugis,168.83,14.9,0,0,female,top,top183,CLAUDINE BOXY BLAZER OUTERWEAR TOP,beige,"Polyester blend, None, Non sheer, Slight stretch, Functional buttons",,s,0,4,35.9,0,Disappointing!,no
somerset,163.61,13.9,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,black,"Cotton Rib, None, Non sheer, Stretchable",,s,0,1,29.9,0,,no
somerset,147.55,18.9,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,beige,"Cotton jersey, Non Sheer, Slight Stretch",,m,0,5,30.9,0,,no
bugis,164.52,13.6,0,0,female,top,top183,MAXINE V-NECK LINEN CROP TOP,geometric print,"Made of Linen Material, Comes with Inner Lining, Concealed Back Zipper, Non-functional Buttons",linen,s,4,1,29.9,119.6,,yes
somerset,167.11,17,14.4,19.3,female,dress,dress183,ORIANA TOGA RIBBED DRESS,gunmetal,"Cotton rib, Side Slit Detail",,m,0,5,30.9,0,Great dress!,no
somerset,178.26,19.3,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",long,l,0,5,35.9,0,,no
bugis,173.78,0,13.8,20.4,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,blush,"Soft knit, Stretchable, Functional buttons",,l,0,3,30.9,0,Stretched out upon receipt,no
somerset,184.06,0,12.4,18.3,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,s,3,1,30.9,92.7,Too big,yes
somerset,154.62,17.3,14.7,19,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,2,1,32.9,65.8,Comfortable and work appropriate,yes
club street,173.87,0,15,19.4,male,bottom,bottom183,JORDAN CUFFED CHINO PANTS,black,"Not stretchable, Functional button, Functional belt loop, Functional zipper, Functional front and back pockets, follow uniqlo sizing",,s,0,,32.9,0,Pilcro perfect,no
club street,164.68,0,15.8,20.1,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,beige,"Polyester, Fake Pockets, Non-Stretchable",,m,0,5,30.9,0,Great jean,no
somerset,162.18,14.3,0,0,female,top,top183,GRETA BUTTON KNIT VEST TOP,white,"Knit, Non sheer, Functional buttons, Tortoise Shell Buttons Differ from Piece to Piece",,s,4,2,31.9,127.6,Pretry top,yes
somerset,146.76,0,12.1,19.7,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,beige,"Soft knit, Stretchable, Functional buttons",,m,0,4,30.9,0,Frayed apart,no
club street,171.99,15.5,13.3,17.9,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,s,0,4,29.9,0,,yes
somerset,183.98,13.7,0,0,female,top,top183,KATIE SWEETHEART BUTTON PUFF SLEEVE TOP,white,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Non-functional buttons",,s,0,1,33.9,0,,no
bugis,160.23,0,12.5,18.5,female,bottom,bottom183,ADORA BUTTON SLIT SKORTS,white,"Soft knit, Stretchable, Functional buttons",,s,2,3,30.9,61.8,Cute pant,yes
somerset,179.26,17.1,14.1,19.4,female,dress,dress183,VENICIA SLIT MIDI DRESS,maroon,"Slight Stretch, Elastic waistband, Elastic band at leg opening, Functional pockets",,m,1,2,34.9,34.9,Dream dress,yes
somerset,149.21,14.5,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,navy,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,0,4,34.9,0,"Really cute, with a great fit",no
club street,145.33,17.6,0,0,male,top,top183,PIERRE LONG SLEEVED BUTTON SHIRT,black,"Polyester, Functional buttons, Functional wrist buttons",,s,0,1,35.9,0,Nice and feminine flowy top,yes
somerset,176.68,14.2,0,0,female,top,top183,LINDSAY HALTER SHEER SLEEVE TOP,maroon,"Polyester blend, Fully lined bodice, Non sheer, Stretchable, Sheer sleeve, Elastic arm band, Concealed back zipper",,s,0,5,34.9,0,Great details and fit!,no
somerset,154.11,19.1,0,0,male,top,top183,ELLIOT JERSEY OVERSIZED TEE,brown,"Cotton jersey, Non Sheer, Slight Stretch",pink,l,0,4,30.9,0,Love it!,no
somerset,173.58,16.7,14.3,18.9,female,dress,dress183,BRIELLE BUTTON RIBBED DRESS,grey,"Cotton rib, None, Non sheer,  Stretchable, Functional buttons",,m,0,4,32.9,0,Gorgeous turquoise color,yes
somerset,161.66,0,16.4,21.4,male,bottom,bottom183,THOMAS DENIM BASIC BERMS,brown,"Polyester, Fake Pockets, Non-Stretchable",,l,4,5,30.9,123.6,Great jumpsuit,yes
somerset,158.79,15.4,0,0,female,top,top183,CELINE HIGH CUT RIBBED TOP,grey,"Cotton Rib, None, Non sheer, Stretchable",,m,2,5,29.9,59.8,My absolute favorite top,yes
club street,163.57,17,14.9,19.3,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,5,29.9,0,Heartbreakingly gorgeous awful fit,yes
somerset,147.7,17.3,14.7,19.3,female,dress,dress183,MARIE SATIN SLIT MIDI DRESS,mocha,"Satin, Fully lined bodice, Non sheer, Adjustable straps",,m,0,1,29.9,0,Prim and proper,yes
